count,hate_speech,offensive_language,neither,class,tweet
0,0,0,0,-1,I will be on Face The Nation (CBS) today at 10:30 A.M. and Media Buzz (Fox News) at 11:00 A.M. Enjoy!
0,0,0,0,-1,"""MENTIONHERE: They used to call Barry Diller the father of ""e-commerce""-what a joke that was - and that he is. 100%clueless on Internet"""
0,0,0,0,-1,Just got back from Georgia. The crowds and love for U.S. was so amazing! We all had a great day together - will be back soon!
0,0,0,0,-1,"Little Barry Diller, who lost a fortune on Newsweek and Daily Beast, only writes badly about me. He is a sad and pathetic figure. Lives lie!"
0,0,0,0,-1,"Via Breitbart - ""Riding High in Polls Donald Trump Storms the American South to Overflow Crowds in Georgia""URLHERE"
0,0,0,0,-1,"With the fantastic ratings last weekend, MENTIONHERE & MENTIONHERE, I think it?? only fair that I go on MENTIONHERE w/ Chris Wallace."
0,0,0,0,-1,Will be interviewed on MENTIONHERE with MENTIONHERE tomorrow at 10:30am EST. Enjoy!
0,0,0,0,-1,"My interview with MENTIONHERE on #MediaBuzz will air tomorrow on MENTIONHERE at 11am and 5pm. Great job Howie, very insightful."
0,0,0,0,-1,.MENTIONHERE with MENTIONHERE had fantastic numbers last Sunday --- Trump interview. Nice!
0,0,0,0,-1,Thank you Georgia! I had a great afternoon with all of you! I will be back soon. #MakeAmerciaGreatAgainpic.twitter.com/gkFoShg2xh
0,0,0,0,-1,.MENTIONHERE just informed us that my interview last week on MENTIONHERE was their highest rated show in 4 years. Congrats!
0,0,0,0,-1,"I'm leading big in every poll and we are going to WIN! Remember, Trump NEVER gives up!"
0,0,0,0,-1,"Paul Ryan is far from my first choice, but a very nice guy. The Republicans should go for tough and (very) smart this time - no games!"
0,0,0,0,-1,"""MENTIONHERE: People are writing tribute songs for Donald Trump URLHERE"" Thanks to all of these great songwriters. Get rich!"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE She represents how thousands of us feel. You have the BEST supporters BAR NONE! #Trump2016"
0,0,0,0,-1,"""MENTIONHERE: .MENTIONHERE?? biggest Hispanic fan: ""He?? my perfect man"" URLHERE pic.twitter.com/GiqUAJzYcX"" A great woman!"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE Go President Trump! Many Canadians up here are behind you... totally! URLHERE"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE MENTIONHERE The next generation will be better off because Trump was in the Oval Office!"""
0,0,0,0,-1,"""MENTIONHERE: Please don't ever give up. This country is in such a mess and needs a non-politician to fix it. #MakeAmericaGreatAgain"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE Trump keep fighting the fight for America, we got your back. The future is looking bright. THE TRUMP REVOLUTION"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE ATL LOVES TRUMP!!!"" Thanks!"
0,0,0,0,-1,"Heading for Atlanta tomorrow morning for noon speech at North Atlanta Trade Center. Big crowds, great people!"
0,0,0,0,-1,"Will be interviewed on ""Media Buzz"" with Howie Kurtz on Fox, Sunday at 11:00 A.M."
0,0,0,0,-1,"Great Gravis Poll on the great state of NH. Also, watch MENTIONHERE on CBS & MENTIONHERE #mediabuzz -- both on Sunday."
0,0,0,0,-1,Mark--They could use you. URLHERE
0,0,0,0,-1,Good luck to the US Men?? National Team in tomorrow?? CONCACAF Cup vs. Mexico! It should be a great game!URLHERE
0,0,0,0,-1,"New Gravis Poll in NH just out: Trump 32%, Carson 13%URLHERE"
0,0,0,0,-1,Crowd gathers to hear Trump speech in Las VegasURLHERE
0,0,0,0,-1,"""MENTIONHERE Keep the faith. Elect MENTIONHERE and there will be no more sanctuary cities. and very few illegals."""
0,0,0,0,-1,"""MENTIONHERE With this month's 224-page MENTIONHERE book Crippled America, Trump has most specific policy agenda of any candidate.."""
0,0,0,0,-1,Thank you.URLHERE
0,0,0,0,-1,"""MENTIONHERE MSM cut off intro of Trump in LV where we were told he just gave $20 million to St. Jude's Charity URLHERE ?_"
0,0,0,0,-1,"""MENTIONHERE MENTIONHERE I'm Hispanic & MENTIONHERE has my vote! And a lot of other Hispanics here in the Borderland! """
0,0,0,0,-1,"""MENTIONHERE MENTIONHERE yeah, you're really wearing out your welcome. Who's dominating the polls? YOU!!! Go Trump!"""
0,0,0,0,-1,True. Thanks. URLHERE
0,0,0,0,-1,Thanks.URLHERE
0,0,0,0,-1,"""MENTIONHERE Trump won the crowd yesterday curious to see how many are changing their registrations from Democrat to Republican??"""
0,0,0,0,-1,"I will be going to Atlanta, Georgia tomorrow??ere?? the info: URLHERE Hope to see you there! #MakeAmericaGreatAgain!"
0,0,0,0,-1,I will be interviewed on MENTIONHERE Sunday 10AM on CBS. MENTIONHERE is a true pro!
0,0,0,0,-1,"""MENTIONHERE MENTIONHERE the book to read is Time to get Tough making America great again."" Thanks."
0,0,0,0,-1,Thanks Larry. Best wishes.URLHERE
0,0,0,0,-1,Good luck! Enjoy.URLHERE
0,0,0,0,-1,"""MENTIONHERE MENTIONHERE on MENTIONHERE ""There is nothing Trump does that doesn't work for him."""
0,0,0,0,-1,"""MENTIONHERE MENTIONHERE Thank you for taking on the Establishment.They don't know what to do, do they?"""
0,0,0,0,-1,"""MENTIONHERE MENTIONHERE you were fantastic yesterday in Las Vegas - a great event. Passionate people. Keep it up! #AlisaReal"" Thx"
0,0,0,0,-1,Will be interviewed on MENTIONHERE at 7:20. Great crowd in Las Vegas yesterday!
0,0,0,0,-1,"I was so happy when I heard that MENTIONHERE, one of the most dishonest political outlets, is losing a fortune. Pure scum!"
0,0,0,0,-1,.MENTIONHERE ran MENTIONHERE into the ground. A change was necessary. Congratulations to MENTIONHERE and good luck in the future!
0,0,0,0,-1,.MENTIONHERE is a total low life--- read his past tweets. A dummy with no ??t??factor. Will fade fast.
0,0,0,0,-1,"A great event in Las Vegas, Nevada!URLHERE"
0,0,0,0,-1,Just leaving Las Vegas. Unbelievable crowd! Many Hispanics who love me and I love them! URLHERE
0,0,0,0,-1,Thank you!URLHERE
0,0,0,0,-1,"""MENTIONHERE MENTIONHERE MENTIONHERE rocks it everywhere he goes"" Thanks."
0,0,0,0,-1,Thanks.URLHERE
0,0,0,0,-1,Website Exposing Marco ??mnesty??Rubio Goes Live: A ??onor Class Puppet?? - BreitbartURLHERE
0,0,0,0,-1,'The goal is to be the winner': Donald Trump's campaign is for real. Via The GuardianURLHERE
0,0,0,0,-1,"""This Man Is the Most Dangerous Political Operative in America"" via Bloomberg PoliticsURLHERE"
0,0,0,0,-1,"""MENTIONHERE Wow 5000+ in Line in Las Vegas For our Next President of these United States Mr MENTIONHERE !"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE we know this and that's why you will be our next President"" Thank you."
0,0,0,0,-1,"""MENTIONHERE: No one else brings the passion, conviction, experience that you have. Your message is resonating w America! I'm excited."""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE MENTIONHERE WHEN IS TRUMP COMING TO FLORIDA? CAN'T WAIT.GO TRUMP! . FL FOR TRUMP"
0,0,0,0,-1,"""MENTIONHERE: I haven't missed a speech or interview. Love hearing you speak for ME! #Trump2016 #MakeAmericaGreatAgain #IBelieve"""
0,0,0,0,-1,Washington (D.C.) is such a mess - nothing works! I will MAKE AMERICA GREAT AGAIN! It's not going to happen with anyone else.
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE I would like to nominate MENTIONHERE for Speaker of the House"" What a great idea, she is a total winner! (Nice)"
0,0,0,0,-1,"Great, Kevin McCarthy drops out of SPEAKER race. We need a really smart and really tough person to take over this very important job!"
0,0,0,0,-1,"I'm at Trump Int'l Hotel in Las Vegas, tallest/most beautiful building in town. Speaking to another great crowd at Treasure Island (12 noon)"
0,0,0,0,-1,"What a time we all had in Iowa yesterday, massive overflow crowd. Love them!"
0,0,0,0,-1,"Wow, great news! I hear MENTIONHERE of Red State was fired like a dog. If you read his tweets, you'll understand why. Just doesn't have IT!"
0,0,0,0,-1,"I hear MENTIONHERE is in big trouble. Unlike me, his viewers & ratings are way down & he has become irrelevant??lad I didn?? do his show."
0,0,0,0,-1,Wacky MENTIONHERE who always seems to be crying (worse than Boehner) speaks badly of me only because I refuse to do his show--a real nut job!
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE YES!!!!!!!!!! AMERICA NEEDS MENTIONHERE FOR PRESIDENT!!! CAN'T WAIT FOR AMERICA TO BE GREAT AGAIN!!!!"""
0,0,0,0,-1,"""MENTIONHERE: This is the size crowd you get when people care what you say -Trump in Oklahoma . Got even bigger pic.twitter.com/PnRXfvEgxL"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE I truly believe you are the best #MakeAmericaGreatAgain"" Thank you so much!"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE MENTIONHERE Donald Trump, our next president of the United States! #trump2016"" Thank you."
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE MENTIONHERE Pay him, just do the opposite and you will win in a landslide."""
0,0,0,0,-1,"Just arrived in Las Vegas for a packed house speech tomorrow. Big poll results today, Leading big everywhere. MAKE AMERICA GREAT AGAIN!"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE And he's still a consultant? For what?"" Only a fool would pay Stuart for his advice."
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE MENTIONHERE tired of FOX bashing Trump & pushing GOP establish / Christie/Rubio/Bush"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE On the bright side Romney's loss gave us Donald Trump!"" So true!"
0,0,0,0,-1,"Iowa was amazing today. Great crowd, great people. Thanks, will be back soon!"
0,0,0,0,-1,.MENTIONHERE made some of the dumbest political decisions of all time in helping Romney to get destroyed by Obama. Should have won!
0,0,0,0,-1,Just found out I won the Rockingham County Republican Booth Straw Poll at the Deerfield Fair in New Hampshire this past weekend. 39% ---Wow!
0,0,0,0,-1,".MENTIONHERE has no power, but so dishonest!"
0,0,0,0,-1,I wonder why somebody doesn't do something about the clowns MENTIONHERE and their totally dishonest reporting.
0,0,0,0,-1,"Heading to a packed house in Waterloo, Iowa! Will celebrate today's great poll numbers together. See you soon!"
0,0,0,0,-1,"If Stuart Stevens' book is as bad as his horrible political advice to Mitt Romney, don't waste your money. Arrogant guy but a zero!"
0,0,0,0,-1,"Ben Carson was speaking in general terms as to what he would do if confronted with a gunman, and was not criticizing the victims. Not fair!"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE MENTIONHERE MENTIONHERE MENTIONHERE MENTIONHERE Don't worry. Trump will put it back when he is Pres !"""
0,0,0,0,-1,"""MENTIONHERE: NEW- 10/6/15 REUTERS IPSOS POLL DONALD TRUMP CONTINUES TO DOMINATE! OVER 37%!! URLHERE#!response/TR130/type/smallest/filters/PARTY_ID_:2/dates/20150808-20151006/collapsed/false??_ URLHERE"""
0,0,0,0,-1,"""MENTIONHERE: The ONLY hope for America to break from the single Party Establishment is to Vote for MENTIONHERE #Trump2016"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE we need a Real LEADER to LEAD. Let's make America great again! VOTE TRUMP 2016"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE Trump is talking about highways, huge building projects - not as Steve Hayes said - small fry."""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE MENTIONHERE MENTIONHERE At least MENTIONHERE came to her senses #asksean pic.twitter.com/5tR7cq76mC"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE MENTIONHERE Just In! 10/6/15 Morning Poll Trump +18% Trump 31 Carson 13 Rubio 10 Bush 7 Fiorina 6"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE Your Doing GREAT!"" Thanks."
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE MENTIONHERE Why are you even on tv? U sound like nails on a chalkboard. Biased against Trump. So true!"
0,0,0,0,-1,"""MENTIONHERE: pundits love to take a snippet, out of context, from something DonaldTrump says, and then weave a blanket of bullshit around it"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE What media fails to mention, MENTIONHERE offers solutions, even without details....separates him from others!"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE DonaldTrump GOD voters are NOT getting tired of Trump! He's winning over others too #MakeAmericaGreatAgain"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE He did give tremendous praise for you this morning on MENTIONHERE. Keep it up!Make America Great Again!"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE TRUMP FOR ""PRESIDENT"" YOU HAVE MY VOTE."" GREAT."
0,0,0,0,-1,"""MENTIONHERE: Guess Barry Diller is afraid MENTIONHERE is about to upset the crony applecart. #Trump2016 MENTIONHERE"" An angry fool!"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE see u Sat in GA !!"" Great!"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE hope you win it all . Time for a change !!"""
0,0,0,0,-1,"""MENTIONHERE: My 2016 Vote will B based on #MakeAmericaGreatAgain NOT Eminent Domain??mericans need 2Prioritize pic.twitter.com/hPPy3gw3Ld"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE was great! MENTIONHERE is jealous that Trump didn't mention him. It's because SH is so wrong!"
0,0,0,0,-1,"""MENTIONHERE: I enjoy every MENTIONHERE speech IN ITS ENTIRETY NOBODY's going 2 tell me what our NEXT PRESIDENT says but HIM."
0,0,0,0,-1,True! URLHERE
0,0,0,0,-1,I will be on MENTIONHERE with MENTIONHERE tonight at 6PM.pic.twitter.com/iEh3RHp98S
0,0,0,0,-1,"""Labor Unions Giving Serious Thought to Endorsing Trump"" via Washington ExaminerURLHERE"
0,0,0,0,-1,Crooked MENTIONHERE has given up advertising in Iowa on me??emember they wanted my million dollars?? said no??otal frauds!
0,0,0,0,-1,".MENTIONHERE Wayne, such a pleasant surprise--so nice. Thank you very much."
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE MENTIONHERE. You have my vote"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE great interview Trump!"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE is fired up on MENTIONHERE!!! So are your supporters!! #Trump2016"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE Trump Shuts down Cuomo. ""I am not getting out."" I am going to win. Cuomo tries sleazy tricks . Epic Fail. Unprofessional."""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE TRUMP EVEN SHARPER THAN LAST WEEK!!YOU ARE BEAUTIFUL..."""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE Great job Mr Trump,,,Kept em on topic,, Got your message though."""
0,0,0,0,-1,"""MENTIONHERE: Great interview on #NewDay MENTIONHERE #MakeAmericaGreatAgain"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE That was awesome, boss! #trump2016"""
0,0,0,0,-1,"""MENTIONHERE: seriously Cuomo hates DonaldTrump he was a pathetic interviewer AS USUAL! Please don't go anywhere Mr Trump AMERICA NEEDS YOU"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE Pew poll: MENTIONHERE holds commanding lead MENTIONHERE URLHERE"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE wow, did Trump kick ass with Cuomo! You are the man, Mr. Trump; certainly not the lamb chop, Rubio."""
0,0,0,0,-1,"""MENTIONHERE: My choice MENTIONHERE just finished a great interview on CNN. Pathetic questions from Cuomo but Trump cleared the air."""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE Stop interrupting Trump..Please..He is CORRECT ON EVERYTHING.."""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE MENTIONHERE MENTIONHERE Funny. The Donald living rent-free in lil Marco's head"""
0,0,0,0,-1,I will be interviewed on MENTIONHERE New Day at 7:03 A.M. Enjoy!
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE MENTIONHERE Trump talked about this weeks ago as a possibility .... this is not Rubio's idea"""
0,0,0,0,-1,"Don't ever forget, we will, together, MAKE AMERICA GREAT AGAIN!"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE MENTIONHERE MENTIONHERE . Mark Levin interview was great"""
0,0,0,0,-1,"""MENTIONHERE: Love fest for DonaldTrump on MENTIONHERE just now. Top 5 talk radio audience in country. Great being on the show with Mark!"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE MENTIONHERE MENTIONHERE media is confused they bash trump he rises in polls!"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE 9 million MORE out of work because of this BAD DEAL.Will have over 100 MILLION out of work. Nice going Obama"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE - don't let the media & the MENTIONHERE elites push you out- Americans are with you!"" Thanks, I won't!"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE will #MakeAmericaGreatAgain"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE TRUTH .Just like Perry, Walker, Bush .. all y'all who go after MENTIONHERE WILL FAIL #Trump2016"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE: You have the ability to lift the spirits of this country to be GREAT AGAIN!"" Thanks, I will do it!"
0,0,0,0,-1,"So, so, so important - MAKE AMERICA GREAT AGAIN!"
0,0,0,0,-1,"""MENTIONHERE: ??f Donald Trump puts his name on X, it will sell for 3.7 times more than it would otherwise.?? Nice!"
0,0,0,0,-1,"""MENTIONHERE: ""We're pleased to announce that Donald Trump has just accepted our invitation for a town hall."" -MENTIONHERE"" So true!"
0,0,0,0,-1,"""MENTIONHERE: HEADLINES: Donald Trump maintains huge lead on opponents as polls go #KeepingItReal URLHERE"""
0,0,0,0,-1,"""MENTIONHERE: Donald Trump will be on my show tonight at 8:30 PM eastern time."" Will be my great honor, so much to talk about!"
0,0,0,0,-1,"Political strategist Stuart Stevens,who led Romney down the tubes in what should have been an easy victory,has terrible political instincts!"
0,0,0,0,-1,Thoughts and prayers for those in the floods affecting the great people of South Carolina.
0,0,0,0,-1,The incompetence of our current administration is beyond comprehension. TPP is a terrible deal.
0,0,0,0,-1,"For all of my fantastic supporters, and for the U.S.A., we are going to win and MAKE AMERICA GREAT AGAIN, maybe greater than ever before!"
0,0,0,0,-1,"""MENTIONHERE: I cannot believe the increase in illegals here in San Antonio Texas. We are the minority constantly discriminated against"
0,0,0,0,-1,"I'm leading by big margins in every poll but the press keeps asking, would you ever get out? They are just troublemakers, I'm going to win!"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE When are you coming to #virginiabeach?"" Very soon!"
0,0,0,0,-1,"""MENTIONHERE: DonaldTrump is right. And sadly Christians were treated better under Hussein & Gaddafi than ISIS.URLHERE"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE Clinton may go to jail but is still running for president? 99% of people would be in jail for what she did"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE You said it best! #MakeAmericaGreatAgain"""
0,0,0,0,-1,"""MENTIONHERE: WATCH MENTIONHERE Fires Up the Crowd in Franklin, Tennessee URLHERE via MENTIONHERE"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE Hollywood doesn't get to pick our presidents we the people do!! GO TRUMP!"""
0,0,0,0,-1,Will be interviewed by MENTIONHERE on MENTIONHERE at 10:30 A.M.
0,0,0,0,-1,Will be interviewed by MENTIONHERE on MENTIONHERE at 10:00 A.M.
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE ILLEGAL ALIENS FOUND GUILTY OF MURDERING BORDER PATROL AGENT URLHERE"
0,0,0,0,-1,The people of Tennessee yesterday were amazing. Thank you!
0,0,0,0,-1,"""MENTIONHERE: RT MENTIONHERE ""MENTIONHERE: MENTIONHERE MENTIONHERE i can't wait to cast my vote for Donald J TRUMP?_ #RT #CNN #HBO"""
0,0,0,0,-1,"""MENTIONHERE: RT MENTIONHERE Will be interviewed on MENTIONHERE at 8:30. #RT #CNN #HBO"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE ends speech in Franklin, Tennessee w/ Thank You I Love You All!! We love you 2 #MakeAmericaGreatAgain"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE MENTIONHERE i can't wait to cast my vote for Donald J TRUMP in MAY and NOVEMBER"" Thanks."
0,0,0,0,-1,"""MENTIONHERE: This morning on MENTIONHERE - MENTIONHERE?? sit down with MENTIONHERE in his NYC Campaign HQ #MTPpic.twitter.com/9Oqz7aWhaS"
0,0,0,0,-1,"""MENTIONHERE: Okay okay MENTIONHERE was right: LaGuardia Airport is a total dump. Like really, really bad."""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE Great Job Donald!!! Can't waite for you to be President and neither can America!!"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE MENTIONHERE MENTIONHERE MENTIONHERE pic.twitter.com/f9UAbiFaab"""
0,0,0,0,-1,Will be interviewed on MENTIONHERE at 8:30.
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE MENTIONHERE MENTIONHERE MENTIONHERE FYI MENTIONHERE MENTIONHERE #Trump2016 appeal grows!"""
0,0,0,0,-1,"""MENTIONHERE: Watched the roast of MENTIONHERE You took those jokes like a champ, what a good sport! Im voting for you now"" Great."
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE I am Hispanic and will vote for MENTIONHERE"""
0,0,0,0,-1,"""MENTIONHERE: Thank you MENTIONHERE for the great #SNL this week!!!"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE Please don't roll over . You are this country's last hope and our kids need you. Don't lose this deal !"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE The more the Progressives & RINO's poke at the DonaldTrump the stronger he gets and more REAL PEOPLE like him!"""
0,0,0,0,-1,"""MENTIONHERE: .MENTIONHERE plays a way better fake MENTIONHERE than a real MENTIONHERE plays herself MENTIONHERE"""
0,0,0,0,-1,"""MENTIONHERE: If MENTIONHERE becomes MENTIONHERE we will finally have a MENTIONHERE Hall of Famer as President."""
0,0,0,0,-1,"""MENTIONHERE: It's funny how they say MENTIONHERE doesn't give specifics but he's the only one who put out more than 2 policies."
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE I think I just heard MENTIONHERE's ratings go up another 5% #Trump #SNL"""
0,0,0,0,-1,Tune in to see me on MENTIONHERE with MENTIONHERE at 10am ET. Enjoy!
0,0,0,0,-1,I will be on MENTIONHERE with MENTIONHERE tomorrow morning at 10:30am ET on MENTIONHERE. Enjoy!
0,0,0,0,-1,"Just leaving Nashville, Tennessee. Had a great time with a fabulous crowd of people! Love Nashville -- back soon!pic.twitter.com/CS8DOd8wfm"
0,0,0,0,-1,"Rubio was very disloyal to Bush, his mentor, when he decided to run against him. Both said they ""love"" each other.They don't - word is hate!"
0,0,0,0,-1,"Bush and Rubio are finally attacking each other, as I knew they would, in order to be the last ""establishment"" man standing against me.Great"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE I like gutsy brave guys like #Trump #Reagan , I hate all those bloody hypocrites MENTIONHERE"" Thank you."
0,0,0,0,-1,"""MENTIONHERE: Can't wait for MENTIONHERE to be the next pres. MENTIONHERE MENTIONHERE MENTIONHERE MENTIONHERE URLHERE"""
0,0,0,0,-1,"Thank you MENTIONHERE for the nice things you said about Melania. You will like her, great heart and smart - always wanting to help people!"
0,0,0,0,-1,"""MENTIONHERE: Overwhelming wins by MENTIONHERE in primaries will prove what will happen (landslide) in the general election."
0,0,0,0,-1,"""MENTIONHERE: Going to see MENTIONHERE tomorrow in franklin TN #MakeAmericaGreatAgain"""
0,0,0,0,-1,"""MENTIONHERE: DonaldTrump your kicking everyone's ASS! always believed in this Country ! your going to make America Great Again ! Mr President!"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE great numbers #MakeAmericaGreatAgain"" Thanks."
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE MENTIONHERE Melania is a beautiful woman who conducts her self with Class and Dignity #Trump2016"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE It'd be humorous to cull tweets from ""experts"" over past few mos who have predicted Trump's immediate collapse"""
0,0,0,0,-1,"""MENTIONHERE: Trump's big lead in a new poll and whether Jeb's ""stuff happens"" was taken out of context with MENTIONHERE tonight"" Thanks H!"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE Jeb you are falling in polls because conservatives feel that you cannot #MakeAmericaGreatAgain"""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE You will be the next president of the USA!! Thank you Mr Trump. Sincerely the middle class!!"""
0,0,0,0,-1,"""MENTIONHERE: Megan Kelly admitted Trump was leading by a lot!! That talk with Ailes must have worked... Time to get tough. TRUMP 2016"""
0,0,0,0,-1,"""MENTIONHERE: RT ""MENTIONHERE: Polling Convergence - OAN/GRAVIS and Reuters?_ URLHERE #RT #CNN #HBO pic.twitter.com/zzKm8wUYqY"""
0,0,0,0,-1,"""MENTIONHERE: Don't slow down the Trump storm... American needs leadership not a Paper President like Obama. Don't leave us with Jeb!"""
0,0,0,0,-1,"""MENTIONHERE: Polling Convergence - OAN/GRAVIS and Reuters Show Donald Trump Surging With 34 - 35% Support... URLHERE via"
0,0,0,0,-1,"""MENTIONHERE: P. Diddy is a fan of Donald Trump: URLHERE pic.twitter.com/Z66TTG3DpJ"""
0,0,0,0,-1,"""MENTIONHERE: Donald Trump Leads by 9 Points in Pew Poll ??Jeb Bush in Free Fall #tcot URLHERE"""
0,0,0,0,-1,"Pictures of my beautiful mother, amazing father, and family hanging MENTIONHERE in upstate, New York.pic.twitter.com/lvx5SEhQVv"
0,0,0,0,-1,"Congratulations to my brother Robert & Ann Marie on the success of MENTIONHERE in Dutchess County, New York (Amenia.) Great food!"
0,0,0,0,-1,"""MENTIONHERE: Pastor Robert Jeffres accurately gushes about Donald Trump URLHERE"" Pastor Jeffres is a great guy!"
0,0,0,0,-1,"""MENTIONHERE: Why Buffalo Bills could be responsible for Donald Trump becoming president URLHERE"" Team has a great owner!"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE Virginians stand with you sir! #MakeAmericaGreatAgain #Trump2016 #TrumpForPresident"""
0,0,0,0,-1,"Will be in Nashville, Tennessee, tomorrow (Saturday) at 2:30 P.M. So much to talk about - see you there!"
0,0,0,0,-1,"I was so looking forward to being in Virginia Beach, Virginia, today. The demand for tickets was amazing. Good luck with storm, back soon!"
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE MENTIONHERE MENTIONHERE we love trump"""
0,0,0,0,-1,"""MENTIONHERE: I enjoyed MENTIONHERE?? interview with MENTIONHERE on MENTIONHERE Need more interviews like that."" Thanks."
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE Mr Trump we are praying that you win the 2016 election! Obama is destroying the US!"""
0,0,0,0,-1,"""MENTIONHERE: The HUGE MENTIONHERE DonaldTrump faith-based story runs tomorrow (Friday) on MENTIONHERE. MENTIONHERE channel at 10am ET."""
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE MENTIONHERE MENTIONHERE MENTIONHERE MENTIONHERE GO TRUMP, OUR GUY"""
0,0,0,0,-1,"My warmest condolences to the families of the horrible Roseburg, Oregon, shootings."
0,0,0,0,-1,"""MENTIONHERE: MENTIONHERE IF MENTIONHERE ran more like MENTIONHERE and less like McCain, he would've won. Failed campaign tactics."
0,0,0,0,-1,"I will be interviewed on MENTIONHERE tonight at 10:00. Many things, mostly bad, to talk about!"
